DR1ILINE,DR1DRSTZ,DRABF,DR1DAY,DR1LANG,DR1CCMTX,DR1_030Z,DR1FS,DR1_040Z,DR1IGRMS
16,1,2,6,1,8,6,1,2,60
17,1,2,6,1,3,6,3,2,60
18,1,2,6,1,3,6,3,2,16.25
19,1,2,6,1,5.40E-79,6,,2,330
20,1,2,6,1,5.40E-79,7,,2,330
1,1,2,7,1,2,1,1,1,89.69
2,1,2,7,1,2,1,1,1,355.85
3,1,2,7,1,5.40E-79,7,1,1,240
4,1,2,7,1,5.40E-79,6,3,2,98
5,1,2,7,1,5.40E-79,6,1,1,200
6,1,2,7,1,5.40E-79,6,1,1,480
7,1,2,7,1,11,3,3,1,412
8,1,2,7,1,11,3,3,1,14.63
9,1,2,7,1,5.40E-79,3,27,1,372
10,1,2,7,1,5.40E-79,3,1,1,240
1,1,2,6,1,5.40E-79,7,16,2,180
2,1,2,6,1,5.40E-79,2,1,2,135
3,1,2,6,1,5.40E-79,2,1,2,2028
4,1,2,6,1,5.40E-79,6,1,1,150
5,1,2,6,1,5.40E-79,3,1,1,262.24
6,1,2,6,1,5.40E-79,3,1,1,507
7,1,2,6,1,5.40E-79,6,1,1,57.81
8,1,2,6,1,5.40E-79,6,1,1,101.94
1,1,2,7,1,5.40E-79,8,1,1,122
2,1,2,7,1,5.40E-79,1,1,1,60
3,1,2,7,1,2,1,1,1,15.2
4,1,2,7,1,2,1,1,1,61
5,1,2,7,1,5.40E-79,2,1,1,170
6,1,2,7,1,5.40E-79,2,1,1,60
7,1,2,7,1,5.40E-79,6,1,1,60
8,1,2,7,1,5.40E-79,6,1,1,60
9,1,2,7,1,5.40E-79,3,1,1,60
10,1,2,7,1,5.40E-79,3,1,1,170
11,1,2,7,1,5.40E-79,8,1,1,122
1,1,2,3,1,5.40E-79,7,1,1,496
2,1,2,3,1,1,7,1,1,270
3,1,2,3,1,1,7,1,1,45
4,1,2,3,1,5.40E-79,7,,2,2625
5,1,2,3,1,5.40E-79,2,1,2,100
6,1,2,3,1,5.40E-79,2,1,2,28.5
7,1,2,3,1,5.40E-79,7,1,1,2880
8,1,2,3,1,12,3,1,1,67
9,1,2,3,1,12,3,1,1,90.66
10,1,2,3,1,5.40E-79,3,1,1,32
1,1,2,7,1,5.40E-79,2,6,2,101.25
2,1,2,7,1,4,2,6,2,78.33
3,1,2,7,1,4,2,6,2,19.69
4,1,2,7,1,4,2,6,2,18.84
5,1,2,7,1,4,2,6,2,10
6,1,2,7,1,4,2,6,2,16.75
7,1,2,7,1,5.40E-79,2,6,2,264.5
8,1,2,7,1,5.40E-79,3,3,1,28
9,1,2,7,1,5.40E-79,3,3,1,384
10,1,2,7,1,5,3,3,1,240
14,1,2,7,1,5,3,3,1,28.35
1,1,2,2,1,12,1,27,1,60
2,1,2,2,1,12,1,27,1,36
3,1,2,2,1,5.40E-79,1,1,1,899
4,1,2,2,1,5.40E-79,7,1,2,240
5,1,2,2,1,5.40E-79,5,16,2,100
6,1,2,2,1,5.40E-79,5,1,2,542.5
7,1,2,2,1,5.40E-79,6,3,2,125
8,1,2,2,1,5.40E-79,6,16,2,28.35
9,1,2,2,1,5.40E-79,6,27,1,219
10,1,2,2,1,5.40E-79,6,1,1,240
1,1,2,1,1,3,1,1,1,90
2,1,2,1,1,3,1,1,1,70
3,1,2,1,1,3,1,1,1,82.5
4,1,2,1,1,1,1,1,1,150
5,1,2,1,1,1,1,1,1,4.17
6,1,2,1,1,5.40E-79,7,1,1,507
7,1,2,1,1,5.40E-79,2,1,1,187.5
8,1,2,1,1,5.40E-79,2,1,1,253.5
9,1,2,1,1,3,4,16,2,444
10,1,2,1,1,3,4,16,2,37.5
11,1,2,1,1,3,4,16,2,15.56
12,1,2,1,1,3,4,16,2,13.75
13,1,2,1,1,5.40E-79,4,16,2,241.5
14,1,2,1,1,5.40E-79,6,16,2,150
15,1,2,1,1,5.40E-79,6,16,2,60
1,1,2,5,1,3,1,1,1,33
2,1,2,5,1,3,1,1,1,14
3,1,2,5,1,5.40E-79,1,,1,345
4,1,2,5,1,5.40E-79,7,,1,525
5,1,2,5,1,6,2,1,1,520.63
6,1,2,5,1,6,2,1,1,75
7,1,2,5,1,6,2,1,1,26.25
8,1,2,5,1,6,2,1,1,15
9,1,2,5,1,5.40E-79,2,,1,525
10,1,2,5,1,5.40E-79,6,1,1,30.63
11,1,2,5,1,5.40E-79,6,1,1,85
12,1,2,5,1,5.40E-79,6,1,1,26.25
13,1,2,5,1,5.40E-79,6,,1,210
14,1,2,5,1,4,3,1,1,14
15,1,2,5,1,4,3,1,1,101.25
16,1,2,5,1,4,3,1,1,84.38
17,1,2,5,1,4,3,1,1,63.56
18,1,2,5,1,4,3,1,1,9
19,1,2,5,1,9,3,19,1,262.5
20,1,2,5,1,9,3,19,1,5.33
21,1,2,5,1,5.40E-79,3,,1,345
22,1,2,5,1,5.40E-79,6,1,1,80
23,1,2,5,1,5.40E-79,6,1,1,124
24,1,2,5,1,5.40E-79,7,1,1,122
1,1,2,1,1,2,1,27,1,67.06
2,1,2,1,1,2,1,27,1,294.85
3,1,2,1,1,5,2,27,1,110
4,1,2,1,1,5,2,27,1,86
6,1,2,1,1,5,2,27,1,21
7,1,2,1,1,5,2,27,1,16
8,1,2,1,1,5.40E-79,2,27,1,28
9,1,2,1,1,5.40E-79,2,27,1,154
10,1,2,1,1,5.40E-79,2,27,1,240
11,1,2,1,1,5.40E-79,3,27,1,213.94
12,1,2,1,1,5.40E-79,3,27,1,122.5
13,1,2,1,1,6,3,27,1,494
14,1,2,1,1,6,3,27,1,21
15,1,2,1,1,5.40E-79,3,27,1,960
1,1,2,4,1,5.40E-79,1,1,1,244
2,1,2,4,1,5.40E-79,2,1,1,84
3,1,2,4,1,5.40E-79,2,1,1,28
4,1,2,4,1,5.40E-79,3,1,1,114
1,1,2,7,1,1,1,1,1,360
2,1,2,7,1,1,1,1,1,91.5
3,1,2,7,1,3,1,1,1,56
4,1,2,7,1,3,1,1,1,9.33
5,1,2,7,1,5.40E-79,6,1,1,140
6,1,2,7,1,1,6,1,1,45
7,1,2,7,1,1,6,1,1,8.33
8,1,2,7,1,5,2,1,2,108
9,1,2,7,1,5,2,1,2,28
10,1,2,7,1,5,2,1,2,21
12,1,2,7,1,5.40E-79,2,1,2,507
13,1,2,7,1,5.40E-79,6,1,2,60
14,1,2,7,1,5.40E-79,6,1,2,45
15,1,2,7,1,5.40E-79,6,1,2,126
16,1,2,7,1,5.40E-79,6,1,2,28
17,1,2,7,1,5.40E-79,6,1,2,75
18,1,2,7,1,5.40E-79,3,3,1,173.19
19,1,2,7,1,12,3,3,1,80
20,1,2,7,1,12,3,3,1,60
21,1,2,7,1,5.40E-79,3,1,1,507
22,1,2,7,1,5.40E-79,6,1,2,42
25,1,2,7,1,5,4,1,1,108
26,1,2,7,1,5,4,1,1,28
27,1,2,7,1,5,4,1,1,21
28,1,2,7,1,5.40E-79,4,1,1,155
1,1,2,6,1,2,1,1,1,480
2,1,2,6,1,2,1,1,1,14
3,1,2,6,1,2,1,1,1,50
4,1,2,6,1,2,1,1,1,60
5,1,2,6,1,3,1,1,1,50
6,1,2,6,1,3,1,1,1,4.67
7,1,2,6,1,1,1,1,1,270
8,1,2,6,1,1,1,1,1,8.33
9,1,2,6,1,1,1,1,1,15
10,1,2,6,1,5,2,1,1,56
11,1,2,6,1,5,2,1,1,84
12,1,2,6,1,5,2,1,1,14
13,1,2,6,1,5,2,1,1,21
15,1,2,6,1,5.40E-79,2,1,1,524
16,1,2,6,1,5.40E-79,6,1,1,42
17,1,2,6,1,5.40E-79,6,1,1,360
18,1,2,6,1,5.40E-79,3,1,1,60
19,1,2,6,1,5.40E-79,3,1,1,490
20,1,2,6,1,5.40E-79,3,1,1,402.5
21,1,2,6,1,5.40E-79,6,1,1,32.81
22,1,2,6,1,5.40E-79,6,1,1,524
23,1,2,6,1,5.40E-79,7,1,1,360
24,1,2,6,1,1,7,1,1,270
25,1,2,6,1,1,7,1,1,15
26,1,2,6,1,1,7,1,1,12.5
1,1,2,7,2,5.40E-79,9,1,1,2100
2,1,2,7,2,2,10,1,1,90.94
3,1,2,7,2,2,10,1,1,141
4,1,2,7,2,5,11,1,1,82
5,1,2,7,2,5,11,1,1,56
7,1,2,7,2,5,11,1,1,30
8,1,2,7,2,5,11,1,1,8
9,1,2,7,2,5.40E-79,12,1,1,236.25
10,1,2,7,2,5.40E-79,12,17,1,94
11,1,2,7,2,5.40E-79,19,1,1,525
12,1,2,7,2,5.40E-79,14,1,1,236.25
13,1,2,7,2,5.40E-79,14,17,1,188
14,1,2,7,2,5.40E-79,14,1,1,126
1,1,2,7,1,5.40E-79,7,1,1,720
2,1,2,7,1,5.40E-79,1,1,1,126
3,1,2,7,1,5.40E-79,1,,1,525
4,1,2,7,1,4,2,1,1,4.9
5,1,2,7,1,4,2,1,1,82.81
6,1,2,7,1,4,2,1,1,128.63
7,1,2,7,1,4,2,1,1,31.25
8,1,2,7,1,4,2,1,1,3.33
9,1,2,7,1,5.40E-79,2,,1,525
10,1,2,7,1,1,7,1,1,228.42
11,1,2,7,1,1,7,1,1,47.06
12,1,2,7,1,1,7,1,1,20
13,1,2,7,1,5,3,1,1,86
14,1,2,7,1,5,3,1,1,134
15,1,2,7,1,5,3,1,1,28
16,1,2,7,1,5,3,1,1,21
18,1,2,7,1,5.40E-79,3,,1,1050
19,1,2,7,1,5.40E-79,6,27,1,40
20,1,2,7,1,5.40E-79,7,1,1,360
1,1,2,2,1,5.40E-79,1,1,1,150
2,1,2,2,1,5.40E-79,1,1,1,126
3,1,2,2,1,5,2,3,2,260
4,1,2,2,1,5,2,3,2,14
5,1,2,2,1,5.40E-79,9,16,2,900
6,1,2,2,1,5.40E-79,6,1,2,78
7,1,2,2,1,5.40E-79,7,16,2,180
8,1,2,2,1,5.40E-79,9,16,1,600
9,1,2,2,1,5.40E-79,3,19,1,85.05
10,1,2,2,1,5.40E-79,3,1,1,113.4
11,1,2,2,1,5.40E-79,7,1,1,507
1,1,2,5,1,5,1,3,2,165
2,1,2,5,1,5,1,3,2,15
3,1,2,5,1,5,1,3,2,8
4,1,2,5,1,5,1,3,2,20
5,1,2,5,1,5,1,3,2,14
6,1,2,5,1,5.40E-79,1,27,2,720
7,1,2,5,1,5.40E-79,7,27,1,615
8,1,2,5,1,5.40E-79,2,3,2,482
9,1,2,5,1,5.40E-79,2,27,2,720
10,1,2,5,1,5.40E-79,2,16,2,248
11,1,2,5,1,5.40E-79,3,1,1,37.5
12,1,2,5,1,5.40E-79,3,1,1,100
13,1,2,5,1,5.40E-79,3,1,1,352
14,1,2,5,1,5.40E-79,3,1,1,113
15,1,2,5,1,5.40E-79,3,1,1,140.63
1,1,2,2,1,5.40E-79,9,,1,480
2,1,2,2,1,2,1,1,1,80.94
3,1,2,2,1,2,1,1,1,355.85
4,1,2,2,1,2,1,1,1,50
5,1,2,2,1,2,1,1,1,37.5
6,1,2,2,1,5.40E-79,6,1,2,126
7,1,2,2,1,5.40E-79,2,1,1,248
8,1,2,2,1,5.40E-79,2,1,1,28
9,1,2,2,1,5.40E-79,2,1,1,40
10,1,2,2,1,5,2,1,1,64
11,1,2,2,1,5,2,1,1,112
12,1,2,2,1,5,2,1,1,5
13,1,2,2,1,5,2,1,1,21
15,1,2,2,1,5.40E-79,6,1,1,20
16,1,2,2,1,5.40E-79,6,,1,345
17,1,2,2,1,5.40E-79,3,3,1,105
18,1,2,2,1,5.40E-79,3,3,1,60
19,1,2,2,1,1,3,1,1,150
20,1,2,2,1,1,3,1,1,155
21,1,2,2,1,5.40E-79,6,1,1,75
22,1,2,2,1,5.40E-79,6,,1,240
1,1,2,5,1,1,1,1,1,1080
2,1,2,5,1,1,1,1,1,30
3,1,2,5,1,5.40E-79,6,16,2,21
4,1,2,5,1,5.40E-79,2,3,2,135
5,1,2,5,1,9,2,3,2,145
6,1,2,5,1,9,2,3,2,30
7,1,2,5,1,5.40E-79,2,3,2,256
8,1,2,5,1,5.40E-79,7,99,2,507
9,1,2,5,1,1,7,1,1,1305
10,1,2,5,1,1,7,1,1,15
11,1,2,5,1,11,4,1,1,230
12,1,2,5,1,11,4,1,1,56.55
13,1,2,5,1,11,4,1,1,5
1,1,2,3,1,90,1,1,1,118.2
2,1,2,3,1,90,1,1,1,145.88
3,1,2,3,1,5.40E-79,1,1,1,68
4,1,2,3,1,9,1,1,1,185.28
5,1,2,3,1,9,1,1,1,63.53
6,1,2,3,1,5.40E-79,1,16,1,35
7,1,2,3,1,1,7,1,1,240
8,1,2,3,1,1,7,1,1,6.8
9,1,2,3,1,1,7,1,1,19.2
10,1,2,3,1,6,2,1,1,679.73
11,1,2,3,1,6,2,1,1,242.48
12,1,2,3,1,90,3,1,1,59.25
13,1,2,3,1,90,3,1,1,73.13
14,1,2,3,1,6,3,1,1,90
15,1,2,3,1,6,3,1,1,84.75
16,1,2,3,1,5.40E-79,3,1,1,150
1,1,2,1,1,2,1,1,1,23.25
2,1,2,1,1,2,1,1,1,122.01
3,1,2,1,1,3,6,1,1,12.5
4,1,2,1,1,3,6,1,1,10
5,1,2,1,1,5.40E-79,6,1,1,105
6,1,2,1,1,5.40E-79,6,1,1,104.5
7,1,2,1,1,5.40E-79,7,1,1,240
8,1,2,1,1,5.40E-79,2,1,1,46
9,1,2,1,1,5.40E-79,2,1,1,240
10,1,2,1,1,5.40E-79,2,1,1,104.5
11,1,2,1,1,5.40E-79,6,1,1,95
12,1,2,1,1,5.40E-79,3,1,1,67.5
13,1,2,1,1,5.40E-79,3,1,1,155
14,1,2,1,1,5.40E-79,3,1,1,240
15,1,2,1,1,5.40E-79,6,1,1,14.44
16,1,2,1,1,5.40E-79,6,1,1,120
17,1,2,1,1,2,6,1,1,23.25
18,1,2,1,1,2,6,1,1,122.01
1,1,2,2,1,5.40E-79,1,1,1,34
2,1,2,2,1,5.40E-79,1,,1,435
3,1,2,2,1,5.40E-79,7,3,2,372
4,1,2,2,1,5.40E-79,6,1,2,68
5,1,2,2,1,5.40E-79,6,,2,105
6,1,2,2,1,5.40E-79,4,3,1,220
1,1,2,3,1,3,1,1,2,50
2,1,2,3,1,3,1,1,2,32
3,1,2,3,1,5.40E-79,6,16,2,7
4,1,2,3,1,5.40E-79,2,1,2,92
5,1,2,3,1,5.40E-79,2,1,2,186
6,1,2,3,1,5.40E-79,2,1,2,80
7,1,2,3,1,12,4,3,2,96
8,1,2,3,1,12,4,3,2,5.67
9,1,2,3,1,5.40E-79,4,3,2,105
10,1,2,3,1,5.40E-79,4,3,2,372
11,1,2,3,1,5.40E-79,6,1,1,60
12,1,2,3,1,5.40E-79,6,1,1,101.25
13,1,2,3,1,5.40E-79,6,1,1,280.94
14,1,2,3,1,5.40E-79,7,,1,435
15,1,2,3,1,5.40E-79,6,16,1,7.8
1,1,2,6,1,5.40E-79,7,,1,105
2,1,2,6,1,11,1,3,2,206
3,1,2,6,1,11,1,3,2,14.63
4,1,2,6,1,5.40E-79,1,16,2,372
5,1,2,6,1,5.40E-79,1,,2,360
6,1,2,6,1,5.40E-79,1,3,2,133
7,1,2,6,1,5.40E-79,9,,2,480
8,1,2,6,1,5.40E-79,2,16,2,60
9,1,2,6,1,5.40E-79,2,,2,480
10,1,2,6,1,5.40E-79,2,16,2,366
11,1,2,6,1,5.40E-79,9,,1,360
12,1,2,6,1,11,3,2,1,140.25
13,1,2,6,1,11,3,2,1,4.38
14,1,2,6,1,11,3,2,1,22.5
15,1,2,6,1,11,3,2,1,14.63
16,1,2,6,1,5.40E-79,3,1,1,172.5
17,1,2,6,1,5.40E-79,3,,1,120
18,1,2,6,1,5.40E-79,7,,1,120
1,1,2,7,1,5.40E-79,1,1,1,1080
2,1,2,7,1,5.40E-79,9,1,1,483
3,1,2,7,1,5.40E-79,3,1,1,182.25
4,1,2,7,1,5.40E-79,3,1,1,21
5,1,2,7,1,5.40E-79,3,1,1,620
6,1,2,7,1,5.40E-79,6,1,1,75
1,1,2,4,1,5.40E-79,1,1,1,240
2,1,2,4,1,5.40E-79,1,1,1,507
3,1,2,4,1,5.40E-79,1,1,1,300
4,1,2,4,1,5.40E-79,1,1,1,253.5
5,1,2,4,1,5.40E-79,1,1,1,240
6,1,2,4,1,5.40E-79,6,1,1,126
7,1,2,4,1,5.40E-79,6,1,1,240
8,1,2,4,1,5.40E-79,6,1,1,12.5
9,1,2,4,1,5.40E-79,6,1,1,507
10,1,2,4,1,5.40E-79,3,1,1,120
11,1,2,4,1,4,3,1,1,14.7
12,1,2,4,1,4,3,1,1,76.56
13,1,2,4,1,4,3,1,1,60
14,1,2,4,1,4,3,1,1,100
15,1,2,4,1,4,3,1,1,53.33
16,1,2,4,1,4,3,1,1,37.5
17,1,2,4,1,4,3,1,1,54.99
18,1,2,4,1,5.40E-79,3,1,1,120
19,1,2,4,1,5.40E-79,3,1,1,507
20,1,2,4,1,5.40E-79,7,1,1,507
1,1,2,7,1,2,1,1,1,240
2,1,2,7,1,2,1,1,1,140
3,1,2,7,1,5.40E-79,1,1,1,45
4,1,2,7,1,5.40E-79,1,1,1,70
5,1,2,7,1,5.40E-79,6,3,2,75
6,1,2,7,1,5.40E-79,2,3,1,282.74
7,1,2,7,1,5.40E-79,2,3,1,80.5
8,1,2,7,1,5.40E-79,3,3,2,241.5
9,1,2,7,1,5.40E-79,3,3,2,100
10,1,2,7,1,5.40E-79,3,3,2,72.5
1,1,2,2,1,5.40E-79,9,1,1,2028
2,1,2,2,1,1,1,1,1,360
3,1,2,2,1,1,1,1,1,91.5
4,1,2,2,1,5.40E-79,1,1,1,150
5,1,2,2,1,5.40E-79,1,1,1,50
6,1,2,2,1,5.40E-79,1,16,1,518.4
7,1,2,2,1,5.40E-79,6,1,1,6.67
8,1,2,2,1,3,6,1,1,7.5
9,1,2,2,1,3,6,1,1,25.42
10,1,2,2,1,5.40E-79,6,1,1,8
11,1,2,2,1,5.40E-79,6,27,1,126
12,1,2,2,1,5.40E-79,3,1,1,100.5
13,1,2,2,1,5.40E-79,3,1,1,262.5
14,1,2,2,1,5.40E-79,3,1,1,150
1,1,2,5,1,5.40E-79,7,,1,5
2,1,2,5,1,5.40E-79,1,1,1,110
3,1,2,5,1,3,1,1,1,50
4,1,2,5,1,3,1,1,1,9.33
5,1,2,5,1,3,1,1,1,13.33
6,1,2,5,1,5.40E-79,1,,1,105
7,1,2,5,1,5.40E-79,1,1,1,108.5
8,1,2,5,1,5,2,1,1,28
9,1,2,5,1,5,2,1,1,75.33
12,1,2,5,1,5.40E-79,2,1,1,12.5
13,1,2,5,1,5.40E-79,2,1,1,33.25
14,1,2,5,1,5.40E-79,2,,1,105
15,1,2,5,1,5.40E-79,3,1,1,112
16,1,2,5,1,5.40E-79,3,1,1,7.5
17,1,2,5,1,5.40E-79,3,1,1,33
18,1,2,5,1,5.40E-79,3,,1,105
19,1,2,5,1,5.40E-79,6,1,1,19.94
20,1,2,5,1,5.40E-79,6,,1,105
21,1,2,5,1,5.40E-79,6,1,1,5.33
1,1,2,7,1,5.40E-79,1,1,1,108
2,1,2,7,1,5.40E-79,1,1,1,240
3,1,2,7,1,90,1,1,1,274.31
4,1,2,7,1,90,1,1,1,50
5,1,2,7,1,2,2,1,1,74.31
6,1,2,7,1,2,2,1,1,294.85
7,1,2,7,1,5.40E-79,4,1,1,244
8,1,2,7,1,3,6,1,1,112
9,1,2,7,1,3,6,1,1,32
10,1,2,7,1,5.40E-79,6,1,1,22
11,1,2,7,1,5.40E-79,6,1,1,28
1,1,2,7,1,5.40E-79,9,1,1,2160
2,1,2,7,1,5.40E-79,5,1,1,472.5
3,1,2,7,1,3,5,1,1,73.12
4,1,2,7,1,3,5,1,1,6.67
5,1,2,7,1,5.40E-79,6,1,2,26
6,1,2,7,1,5.40E-79,7,3,2,496
7,1,2,7,1,5.40E-79,3,2,2,90
12,1,2,7,1,5.40E-79,3,2,2,60
15,1,2,7,1,5.40E-79,3,2,2,30
16,1,2,7,1,5.40E-79,3,2,2,270
17,1,2,7,1,5.40E-79,3,2,2,105
18,1,2,7,1,5.40E-79,6,1,1,150
1,1,2,7,1,1,1,1,2,360
2,1,2,7,1,1,1,1,2,4.17
3,1,2,7,1,5.40E-79,1,,2,315
4,1,2,7,1,5.40E-79,1,1,2,43
5,1,2,7,1,5.40E-79,2,3,1,145
6,1,2,7,1,5.40E-79,2,3,1,402.5
7,1,2,7,1,5.40E-79,2,3,1,140
8,1,2,7,1,5.40E-79,2,3,1,14
9,1,2,7,1,5.40E-79,7,,1,525
10,1,2,7,1,1,7,1,1,180
11,1,2,7,1,1,7,1,1,4.17
12,1,2,7,1,5.40E-79,7,,1,525
13,1,2,7,1,5.40E-79,3,2,1,283.5
14,1,2,7,1,5.40E-79,3,,1,525
15,1,2,7,1,12,3,2,1,132
16,1,2,7,1,12,3,2,1,68
17,1,2,7,1,5.40E-79,7,,1,345
1,1,2,3,1,5.40E-79,8,1,1,244
2,1,2,3,1,10,8,1,1,40
3,1,2,3,1,10,8,1,1,37.5
4,1,2,3,1,5.40E-79,8,1,1,3.5
5,1,2,3,1,5.40E-79,8,1,1,213.5
6,1,2,3,1,10,8,1,1,32
7,1,2,3,1,10,8,1,1,30
8,1,2,3,1,5.40E-79,8,1,1,244
9,1,2,3,1,10,8,1,1,32
10,1,2,3,1,10,8,1,1,30
11,1,2,3,1,5.40E-79,8,1,1,61
1,1,2,1,1,5.40E-79,8,1,1,183
2,1,2,1,1,5.40E-79,8,1,1,183
3,1,2,1,1,5.40E-79,8,1,1,183
4,1,2,1,1,5.40E-79,8,1,1,183
5,1,2,1,1,2,8,1,1,3.8
6,1,2,1,1,2,8,1,1,99
7,1,2,1,1,5.40E-79,8,1,1,90
8,1,2,1,1,5.40E-79,8,1,1,183
9,1,2,1,1,5.40E-79,8,1,1,50
10,1,2,1,1,5.40E-79,8,1,1,45
11,1,2,1,1,5.40E-79,8,1,1,36
12,1,2,1,1,5.40E-79,8,1,1,183
13,1,2,1,1,5.40E-79,8,1,1,183
14,1,2,1,1,5.40E-79,8,16,2,117
15,1,2,1,1,5.40E-79,8,1,2,60
16,1,2,1,1,5.40E-79,8,1,2,91.5
17,1,2,1,1,5.40E-79,8,1,1,7
18,1,2,1,1,5.40E-79,8,1,1,93
19,1,2,1,1,5.40E-79,8,1,1,30
20,1,2,1,1,5.40E-79,8,1,1,183
21,1,2,1,1,5.40E-79,8,1,1,183
1,1,2,4,1,1,9,27,1,1800
2,1,2,4,1,1,9,27,1,60
3,1,2,4,1,5,1,3,2,105
4,1,2,4,1,5,1,3,2,56.7
5,1,2,4,1,5,1,3,2,28.35
6,1,2,4,1,5,1,3,2,5
7,1,2,4,1,5,1,3,2,20
8,1,2,4,1,5.40E-79,1,27,2,372
9,1,2,4,1,5.40E-79,9,,2,1920
10,1,2,4,1,5.40E-79,7,27,1,360
1,1,2,6,1,5.40E-79,9,1,1,507
2,1,2,6,1,5.40E-79,9,1,1,372
3,1,2,6,1,5.40E-79,3,2,1,140
4,1,2,6,1,5.40E-79,3,2,1,74.25
1,1,2,3,1,5.40E-79,1,,1,435
2,1,2,3,1,5.40E-79,1,1,1,259.25
3,1,2,3,1,5,1,1,1,16
4,1,2,3,1,5,1,1,1,58
6,1,2,3,1,5,1,1,1,21
8,1,2,3,1,5,1,1,1,35
9,1,2,3,1,5.40E-79,2,27,2,744
10,1,2,3,1,5.40E-79,2,27,2,14.18
11,1,2,3,1,5.40E-79,2,,2,960
12,1,2,3,1,5.40E-79,3,2,2,201
13,1,2,3,1,5.40E-79,3,2,2,72
14,1,2,3,1,5.40E-79,3,4,2,480
15,1,2,3,1,5.40E-79,3,,2,345
1,1,2,1,2,1,10,1,1,360
2,1,2,1,2,1,10,1,1,8.33
3,1,2,1,2,5.40E-79,10,1,1,58.5
4,1,2,1,2,11,12,6,2,165
5,1,2,1,2,11,12,6,2,30
6,1,2,1,2,5.40E-79,12,6,2,333.5
7,1,2,1,2,5.40E-79,12,6,2,50
9,1,2,1,2,4,12,6,2,45.94
10,1,2,1,2,4,12,6,2,100
11,1,2,1,2,5.40E-79,12,6,2,36
12,1,2,1,2,5.40E-79,14,6,1,22.5
13,1,2,1,2,5.40E-79,19,1,1,105
1,1,2,6,1,5.40E-79,9,,1,615
2,1,2,6,1,5.40E-79,1,1,1,222
3,1,2,6,1,5.40E-79,1,3,2,55
4,1,2,6,1,5.40E-79,1,3,2,618.45
5,1,2,6,1,5.40E-79,7,27,2,992
6,1,2,6,1,5.40E-79,2,3,2,108.75
7,1,2,6,1,5.40E-79,2,16,2,51
8,1,2,6,1,5,3,1,1,175
9,1,2,6,1,5,3,1,1,34
10,1,2,6,1,5,3,1,1,16
11,1,2,6,1,5,3,1,1,40
12,1,2,6,1,5,3,1,1,30
13,1,2,6,1,5.40E-79,3,16,1,51
14,1,2,6,1,5.40E-79,3,1,1,180
15,1,2,6,1,5.40E-79,7,1,1,900
16,1,2,6,1,5.40E-79,4,1,1,455.25
1,1,2,6,1,5.40E-79,1,3,2,195
2,1,2,6,1,5.40E-79,1,3,2,159
3,1,2,6,1,5.40E-79,7,1,2,2028
4,1,2,6,1,5.40E-79,5,16,2,15
5,1,2,6,1,5.40E-79,5,16,2,0.53
6,1,2,6,1,9,3,1,1,93.75
7,1,2,6,1,9,3,1,1,30
8,1,2,6,1,5.40E-79,3,1,1,123.75
9,1,2,6,1,5.40E-79,3,1,1,507
1,1,2,6,1,5.40E-79,1,3,2,356.5
2,1,2,6,1,3,1,3,2,105
3,1,2,6,1,3,1,3,2,60
4,1,2,6,1,3,1,3,2,56
5,1,2,6,1,5.40E-79,2,1,1,152
6,1,2,6,1,5.40E-79,2,1,1,494
7,1,2,6,1,5.40E-79,2,1,1,154
8,1,2,6,1,5.40E-79,2,1,1,126
9,1,2,6,1,5.40E-79,2,1,1,507
10,1,2,6,1,5.40E-79,3,16,2,398.75
11,1,2,6,1,5.40E-79,3,16,2,330.75
12,1,2,6,1,5.40E-79,3,16,2,240
1,1,2,5,1,5.40E-79,1,1,1,25
2,1,2,5,1,5.40E-79,1,1,1,105
3,1,2,5,1,5.40E-79,7,1,1,183
4,1,2,5,1,5.40E-79,6,1,1,9
5,1,2,5,1,5.40E-79,3,1,1,110.25
6,1,2,5,1,5.40E-79,3,1,1,124
7,1,2,5,1,5.40E-79,7,1,1,244
1,1,2,6,1,1,1,3,1,255
2,1,2,6,1,1,1,3,1,6.67
3,1,2,6,1,3,1,1,1,58
4,1,2,6,1,3,1,1,1,9.33
5,1,2,6,1,3,1,1,1,20
6,1,2,6,1,5.40E-79,1,1,1,402.5
7,1,2,6,1,5.40E-79,6,1,1,78.75
8,1,2,6,1,5.40E-79,9,1,1,1521
9,1,2,6,1,7,2,1,1,120
10,1,2,6,1,7,2,1,1,120
11,1,2,6,1,7,2,1,1,43
12,1,2,6,1,5.40E-79,6,3,2,391.5
13,1,2,6,1,5.40E-79,3,3,2,110
14,1,2,6,1,5.40E-79,3,3,2,110
15,1,2,6,1,5.40E-79,3,3,2,112
16,1,2,6,1,5.40E-79,6,1,1,46.25
1,1,2,6,1,5.40E-79,1,27,2,240
2,1,2,6,1,5.40E-79,1,3,2,155
3,1,2,6,1,5.40E-79,2,14,2,42
4,1,2,6,1,5.40E-79,2,,2,195
5,1,2,6,1,12,3,2,2,132
6,1,2,6,1,12,3,2,2,68
7,1,2,6,1,5.40E-79,3,2,2,250
8,1,2,6,1,9,3,2,2,160
9,1,2,6,1,9,3,2,2,14
10,1,2,6,1,9,3,2,2,1.17
11,1,2,6,1,4,3,2,2,78.33
12,1,2,6,1,4,3,2,2,1.75
13,1,2,6,1,4,3,2,2,28.25
14,1,2,6,1,4,3,2,2,74.38
15,1,2,6,1,5.40E-79,3,2,2,402.5
